Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary
1,Precious Achiuwa,C,22,TOR,6,1,27.8,4.2,8.7,0.481,0.8,2.7,0.313,3.3,6,0.556,0.529,1,1.7,0.6,1.3,3.5,4.8,1,0.2,0.8,1.5,2.3,10.2,#N/A
2,Steven Adams,C,28,MEM,7,5,16.3,1.3,3,0.429,0,0,0,1.3,3,0.429,0.429,0.9,1.6,0.545,2.1,4.3,6.4,2.1,0.1,0.1,0.6,1.7,3.4,25842697.00
3,Bam Adebayo,C,24,MIA,18,18,34.1,5.8,9.7,0.594,0,0.1,0,5.8,9.7,0.598,0.594,3.2,4.2,0.763,2.1,5.9,8,2.7,1,0.7,2.1,3.1,14.8,3454080.00
4,Nickeil Alexander-Walker,SG,23,UTA,1,0,5,2,2,1,0,0,0,2,2,1,1,1,1,1,0,1,1,1,1,0,0,0,5,2964840.00
5,Grayson Allen,SG,26,MIL,12,5,25.4,3.1,6.8,0.451,1.6,4,0.396,1.5,2.8,0.529,0.567,0.6,0.9,0.636,0.4,2.5,2.9,1.3,0.7,0.3,0.8,1.8,8.3,2429400.00
6,Jose Alvarado,PG,23,NOP,6,0,19.5,2.7,5.5,0.485,1,2.7,0.375,1.7,2.8,0.588,0.576,1.7,2.2,0.769,0.3,1,1.3,1.5,1.2,0.2,1.2,3,8,#N/A
7,Kyle Anderson,PF,28,MEM,12,1,18.4,2.4,4.3,0.569,0.3,1,0.25,2.2,3.3,0.667,0.598,0.9,1.5,0.611,0.8,3.5,4.3,1.8,0.9,0.6,0.8,1.8,6,9073050.00
8,Giannis Antetokounmpo,PF,27,MIL,12,12,37.3,11.7,23.8,0.491,0.8,3.4,0.22,10.9,20.3,0.537,0.507,7.6,11.2,0.679,2.2,12,14.2,6.8,0.7,1.3,4.5,3.6,31.7,25842697.00
9,Thanasis Antetokounmpo,SF,29,MIL,8,0,2.5,0.3,0.4,0.667,0,0,0,0.3,0.4,0.667,0.667,0.1,0.4,0.333,0.1,0.4,0.5,0.1,0.1,0,0,0.5,0.6,1445697.00
10,OG Anunoby,SF,24,TOR,6,6,36.2,6.5,13.7,0.476,2.3,6.8,0.341,4.2,6.8,0.61,0.561,2,2.7,0.75,1.2,2.8,4,2.5,1,0.2,1.7,3,17.3,2281800.00
11,Deandre Ayton,C,23,PHO,13,13,30.5,8.1,12.6,0.64,0.2,0.3,0.5,7.9,12.3,0.644,0.646,1.6,2.5,0.636,2.5,6.4,8.9,1.7,0.4,0.8,1.5,2.6,17.9,9562920.00
12,Desmond Bane,SF,23,MEM,12,12,35.7,6.3,13.3,0.478,3.6,7.3,0.489,2.8,5.9,0.465,0.613,2.5,2.9,0.857,0.4,3.3,3.8,2.2,0.9,0.8,1.3,1.9,18.8,#N/A
13,Dalano Banton,PG,22,TOR,4,0,2,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0.8,1.5,0.5,0.5,0,0.5,0.3,0.3,0,0.3,0,1.8,#N/A
14,Scottie Barnes,PF,20,TOR,4,3,33.3,4.5,10.5,0.429,0.5,3,0.167,4,7.5,0.533,0.452,3.3,4,0.813,1.8,7.3,9,4.3,1,0.3,1.3,3,12.8,#N/A
15,Will Barton,SG,31,DEN,5,5,34.4,5.4,13.2,0.409,2.2,5.6,0.393,3.2,7.6,0.421,0.492,0.8,1.2,0.667,1,4.6,5.6,2.8,0.8,0.2,2,2.2,13.8,12776786.00
16,Charles Bassey,PF,21,PHI,3,0,4,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0.3,0,0.3,1.3,1.7,0.3,0,0.3,0,0.3,0.7,#N/A
17,Malik Beasley,SG,25,MIN,6,0,19.8,3.2,7.3,0.432,1.3,4.2,0.32,1.8,3.2,0.579,0.523,0.8,1,0.833,0.3,3,3.3,0.7,0.3,0.2,1.2,1.5,8.5,2731713.00
18,D?vis Bert?ns,PF,29,DAL,18,0,10.7,1.2,3.1,0.4,1.1,2.8,0.373,0.2,0.2,0.75,0.573,0.6,0.7,0.833,0.2,1.2,1.4,0.3,0.4,0.1,0.2,1.4,4.1,7000000.00
19,Patrick Beverley,PG,33,MIN,6,6,32.3,3.5,8.2,0.429,1.5,4.3,0.346,2,3.8,0.522,0.52,2.5,3.7,0.682,0.7,2.5,3.2,4.8,1.2,1.2,2,4.7,11,12345680.00
20,Khem Birch,C,29,TOR,6,4,10.5,1.3,2.7,0.5,0.3,0.7,0.5,1,2,0.5,0.563,0,0,0,0.7,0.8,1.5,0.5,0.2,0.2,0.5,2.2,3,3000000.00
21,Bismack Biyombo,C,29,PHO,9,0,9.6,1.2,1.9,0.647,0,0,0,1.2,1.9,0.647,0.647,0.3,0.7,0.5,0.9,1.2,2.1,0.6,0.1,0.2,0.7,1.4,2.8,17000000.00
22,Nemanja Bjelica,C,33,GSW,15,0,10,1.2,2.3,0.529,0.2,0.5,0.375,1,1.7,0.577,0.574,0.3,0.5,0.571,0.4,1.7,2.1,1.1,0.3,0.1,0.5,1.4,2.9,6825000.00
23,Bogdan Bogdanovi?,SG,29,ATL,4,0,26.8,5,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2,2.5,0.8,1,3.8,4.8,3,0.3,0.3,1,3,14.3,8529386.00
24,Bojan Bogdanovi?,PF,32,UTA,6,6,35.7,6.5,13.5,0.481,1.8,5.5,0.333,4.7,8,0.583,0.549,3.2,4,0.792,0.5,3.7,4.2,1.7,0.3,0,2,4,18,17000000.00
25,Isaac Bonga,SF,22,TOR,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,1,2,1416852.00
26,Devin Booker,SG,25,PHO,10,10,36.6,7.9,17.5,0.451,2.8,6.5,0.431,5.1,11,0.464,0.531,4.7,5.3,0.887,1,3.8,4.8,4.4,0.5,0.4,3.2,2.5,23.3,27285000.00
27,Chris Boucher,PF,29,TOR,6,0,21.7,4.3,7,0.619,1,2.5,0.4,3.3,4.5,0.741,0.69,1.5,1.7,0.9,2,3.8,5.8,0.2,0.2,1.2,0.3,2.2,11.2,1588231.00
28,Tony Bradley,C,24,CHI,2,0,4,2.5,2.5,1,0,0,0,2.5,2.5,1,1,0,0,0,0,2,2,0.5,0,0,0,0,5,1962360.00
29,Mikal Bridges,SF,25,PHO,13,13,38.5,5.1,10.6,0.478,1,2.5,0.394,4.1,8.1,0.505,0.525,2.2,2.3,0.933,0.9,3.8,4.7,2.8,1.1,1,0.8,2.4,13.3,4161000.00
30,Armoni Brooks,PG,23,TOR,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,#N/A
31,Dillon Brooks,SF,26,MEM,11,11,30.5,5.5,15.6,0.349,2.3,6.5,0.347,3.2,9.1,0.35,0.422,1.5,2.3,0.64,0.7,2,2.7,2.7,1,0.3,2,3.3,14.6,1618520.00
32,Bruce Brown,SF,25,BRK,4,4,34.8,5.3,9.3,0.568,1.5,3.5,0.429,3.8,5.8,0.652,0.649,2,2.5,0.8,1.5,3.3,4.8,2.8,1.3,0.8,2.3,4,14,1416852.00
33,Jaylen Brown,SF,25,BOS,24,24,38.3,8.2,17.5,0.47,2.5,6.7,0.373,5.7,10.8,0.531,0.542,4.2,5.5,0.763,1.4,5.5,6.9,3.5,1.1,0.4,3.1,3,23.1,6534829.00
34,Sterling Brown,SG,26,DAL,9,0,2.9,0.3,1.1,0.3,0,0.4,0,0.3,0.7,0.5,0.3,0.6,0.8,0.714,0.1,0.8,0.9,0.3,0.4,0.2,0.3,0,1.2,1618520.00
35,Troy Brown Jr.,SF,22,CHI,3,0,12.3,1.7,5.7,0.294,0.7,3.7,0.182,1,2,0.5,0.353,0,0,0,0.3,2.3,2.7,1,0.7,0,1,0.7,4,#N/A
36,Jalen Brunson,PG,25,DAL,18,18,34.9,8.1,17.3,0.466,1.4,4.2,0.347,6.6,13.1,0.504,0.508,4,5,0.8,0.8,3.8,4.6,3.7,0.8,0.1,1.1,2.1,21.6,1416852.00
37,Reggie Bullock,SF,30,DAL,18,18,39.3,3.4,8.4,0.404,2.9,7.3,0.397,0.5,1.1,0.45,0.576,0.9,1,0.889,0.4,4.1,4.6,1.7,1.2,0.1,0.4,2.7,10.6,4000000.00
38,Trey Burke,PG,29,DAL,10,0,3.7,1.1,2.2,0.5,0.4,1,0.4,0.7,1.2,0.583,0.591,0.6,0.6,1,0,0.3,0.3,0.4,0.1,0,0.1,0.3,3.2,#N/A
39,Jared Butler,SG,21,UTA,1,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,#N/A
40,Jimmy Butler,SF,32,MIA,17,17,37,9.8,19.3,0.506,1.4,4,0.338,8.4,15.3,0.55,0.541,6.5,7.8,0.841,2.4,4.9,7.4,4.6,2.1,0.6,1.5,1.5,27.4,32742000.00
41,Facundo Campazzo,PG,30,DEN,4,0,3.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.8,0.8,0.5,0,0,0.5,0.8,0,#N/A
42,Vlatko ?an?ar,PF,24,DEN,2,0,4.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,0,0,1,1,0.5,0,0,1,0,2.5,#N/A
43,Clint Capela,C,27,ATL,2,2,20,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,2,5.5,7.5,0,0.5,0.5,0.5,1,2,16896552.00
44,Jevon Carter,PG,26,MIL,11,0,11.5,0.8,1.7,0.474,0.3,0.6,0.429,0.5,1.1,0.5,0.553,0.2,0.2,1,0.3,1.2,1.5,0.9,0.7,0,0.5,1.1,2.1,1416852.00
45,Alex Caruso,SG,27,CHI,4,4,28.3,2.3,5.8,0.391,1.8,4.5,0.389,0.5,1.3,0.4,0.543,0,0,0,0.5,2.3,2.8,4.3,1.3,1,0.3,2.8,6.3,2750000.00
46,Marquese Chriss,PF,24,DAL,8,0,3.8,0.5,1,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.6,0.8,0.833,0.5,0.6,1.1,0,0,0,0.1,0.4,1.8,#N/A
47,Brandon Clarke,PF,25,MEM,12,0,24.7,4.7,7.6,0.615,0,0.1,0,4.7,7.5,0.622,0.615,3,4.5,0.667,3.1,3.8,6.9,2,0.8,0.8,1,1.9,12.3,2478840.00
48,Jordan Clarkson,SG,29,UTA,6,0,28.3,6.7,12.2,0.548,1.5,4,0.375,5.2,8.2,0.633,0.61,2.7,3,0.889,0.8,2.3,3.2,1.3,0.5,0.2,1.7,2.8,17.5,13437500.00
49,Nic Claxton,C,22,BRK,4,0,24.5,4.8,6,0.792,0,0,0,4.8,6,0.792,0.792,1,5.5,0.182,1.8,4.5,6.3,1.5,1.3,2.3,0.5,1.5,10.5,#N/A
50,John Collins,PF,24,ATL,5,4,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3,5.6,0.536,0.538,1,2,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1,2.4,9.4,2686560.00
51,Mike Conley,PG,34,UTA,6,6,29,3.2,9.5,0.333,0.8,4.2,0.2,2.3,5.3,0.438,0.377,2,2.5,0.8,0.3,2.8,3.2,4.8,0.8,0.3,2.2,3.2,9.2,32511623.00
52,Pat Connaughton,SG,29,MIL,12,0,26.5,3.5,7.3,0.477,2.1,5.3,0.391,1.4,2,0.708,0.619,0.4,0.4,1,0.3,4,4.3,0.9,0.4,0.3,0.6,1.2,9.5,1723050.00
53,DeMarcus Cousins,C,31,DEN,5,0,11.4,3.8,5.8,0.655,0.8,1.2,0.667,3,4.6,0.652,0.724,2.2,3,0.733,0.6,2.8,3.4,1.2,0.6,0.2,1.4,1.8,10.6,3500000.00
54,Torrey Craig,SF,31,PHO,9,0,7.7,0.9,2.4,0.364,0.3,1.1,0.3,0.6,1.3,0.417,0.432,0.1,0.2,0.5,0.6,1.1,1.7,0.6,0.4,0.2,0.4,0.7,2.2,2000000.00
55,Jae Crowder,PF,31,PHO,13,13,29.5,3.2,8.1,0.4,1.5,4.8,0.302,1.8,3.2,0.548,0.49,1.5,2,0.731,0.6,4.1,4.7,2.4,1,0.5,1.5,3.6,9.4,7815533.00
56,Jarrett Culver,SG,22,MEM,3,0,7.3,1,3.3,0.3,0,0.7,0,1,2.7,0.375,0.3,0.3,0.7,0.5,0.7,1.7,2.3,0.3,0.7,0,0.7,1.3,2.3,5813640.00
57,Seth Curry,SG,31,BRK,4,4,33,5.5,9.8,0.564,3,5.8,0.522,2.5,4,0.625,0.718,0.5,0.8,0.667,0.5,2,2.5,3,0.3,0.8,0.8,3.8,14.5,7461380.00
58,Stephen Curry,PG,33,GSW,22,18,34.7,9.2,20,0.459,4.1,10.4,0.397,5,9.6,0.526,0.563,4.9,5.9,0.829,0.5,4.7,5.2,5.9,1.3,0.4,2.6,2.7,27.4,40231758.00
59,Dewayne Dedmon,C,32,MIA,14,0,9.9,1.5,3.2,0.467,0.1,0.7,0.1,1.4,2.5,0.571,0.478,0.7,0.9,0.833,1.1,1.9,3,0.4,0.1,0.2,0.5,2.6,3.8,13333334.00
60,DeMar DeRozan,PF,32,CHI,5,5,40.6,7.8,19,0.411,0,1.8,0,7.8,17.2,0.453,0.411,5.2,6,0.867,0.2,5.2,5.4,4.8,1.8,0.4,2.2,2.4,20.8,27739975.00
61,Gorgui Dieng,C,32,ATL,2,0,5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1.5,0,0,0,0,0,1.5,16229213.00
62,Spencer Dinwiddie,PG,28,DAL,18,3,27.8,4.4,10.7,0.417,2.2,5.3,0.417,2.2,5.3,0.417,0.521,3.1,3.7,0.821,0.4,2,2.4,3.6,0.8,0.3,1.6,2.3,14.2,10605600.00
63,Luka Don?i?,PG,22,DAL,15,15,36.8,10.7,23.5,0.455,3.4,9.9,0.345,7.3,13.6,0.534,0.527,6.9,9,0.77,0.7,9.1,9.8,6.4,1.8,0.6,3.9,2.9,31.7,7683360.00
64,Ayo Dosunmu,SG,22,CHI,5,1,17.2,1.6,5.2,0.308,0.6,2.6,0.231,1,2.6,0.385,0.365,0.2,0.2,1,0.8,1.8,2.6,2.2,0.2,0,0.6,1,4,#N/A
65,Goran Dragi?,PG,35,BRK,4,0,19.8,4.5,8,0.563,1,3,0.333,3.5,5,0.7,0.625,0.5,0.5,1,1.5,3,4.5,1.5,0.8,0,1.3,2.8,10.5,19217900.00
66,Andre Drummond,C,28,BRK,4,4,15,1.5,2.8,0.545,0,0,0,1.5,2.8,0.545,0.545,0.8,1.3,0.6,0.8,2.3,3,0.8,1.3,0.8,1.5,3,3.8,27093018.00
67,Kevin Durant,PF,33,BRK,4,4,44,8,20.8,0.386,1.8,5.3,0.333,6.3,15.5,0.403,0.428,8.5,9.5,0.895,0.5,5.3,5.8,6.3,1,0.3,5.3,3.8,26.3,37199000.00
68,Anthony Edwards,SG,20,MIN,6,6,37.8,8.3,18.3,0.455,3.8,9.5,0.404,4.5,8.8,0.509,0.559,4.7,5.7,0.824,0.7,3.5,4.2,3,1.2,1.2,2.5,3.7,25.2,#N/A
69,Kessler Edwards,SF,21,BRK,2,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1.5,0,#N/A
70,Joel Embiid,C,27,PHI,10,10,38.5,7.8,16.1,0.484,0.7,3.3,0.212,7.1,12.8,0.555,0.506,7.3,8.9,0.82,2.1,8.6,10.7,2.1,0.4,0.8,3.2,3.4,23.6,27504630.00
71,Dorian Finney-Smith,PF,28,DAL,18,18,38.2,4.1,8.7,0.471,2.6,6,0.426,1.6,2.7,0.571,0.618,0.9,1.3,0.708,1.8,3.7,5.5,1.9,0.9,0.4,1,2.9,11.7,4000000.00
72,Malik Fitts,PF,24,BOS,9,0,1.8,0.3,0.4,0.75,0.2,0.2,1,0.1,0.2,0.5,1,0,0,0,0,0.2,0.2,0,0,0,0,0,0.9,#N/A
73,Malachi Flynn,PG,23,TOR,6,0,6,0,1.2,0,0,0.5,0,0,0.7,0,0,0,0,0,0.3,0.2,0.5,0.5,0.2,0,0.2,1,0,#N/A
74,Bryn Forbes,SG,28,DEN,5,0,15.2,1.2,3,0.4,0.8,2.2,0.364,0.4,0.8,0.5,0.533,0.8,1,0.8,0.2,0.4,0.6,1.4,0.2,0,0.4,1.4,4,2875000.00
75,Danilo Gallinari,PF,33,ATL,5,3,22.4,3.6,9,0.4,0.8,3,0.267,2.8,6,0.467,0.444,2.2,2.2,1,0.4,3.8,4.2,0.8,0.2,0,1,1.2,10.2,22615559.00
76,Rudy Gobert,C,29,UTA,6,6,32.8,3.5,5.5,0.636,0,0,0,3.5,5.5,0.636,0.636,5,7.3,0.682,3.5,9.7,13.2,0.5,0.2,1,1.3,3.2,12,25258427.00
77,Aaron Gordon,PF,26,DEN,5,5,32,4.6,10.8,0.426,0.6,3,0.2,4,7.8,0.513,0.454,4,5.6,0.714,3.6,3.6,7.2,2.6,0.4,1.2,1.6,2.8,13.8,19863636.00
78,Devonte' Graham,PG,26,NOP,6,0,10,1,3,0.333,0.8,2.3,0.357,0.2,0.7,0.25,0.472,1.2,1.3,0.875,0.3,1.2,1.5,0.7,0.2,0.2,0.7,0.5,4,#N/A
79,Danny Green,SF,34,PHI,12,12,26.6,3,7.4,0.404,2.6,6.3,0.408,0.4,1.1,0.385,0.579,0,0.1,0,0.8,2.3,3.1,0.8,1,0.3,1.1,1.9,8.6,14634147.00
80,Draymond Green,PF,31,GSW,22,22,32,3.1,6.5,0.479,0.4,1.8,0.205,2.8,4.8,0.581,0.507,1.4,2.1,0.638,1.2,6,7.2,6.3,1.1,1,2.7,4,8,18539130.00
81,JaMychal Green,PF,31,DEN,5,0,13.8,1.2,3.2,0.375,0.2,1,0.2,1,2.2,0.455,0.406,1.4,1.4,1,0.6,1.8,2.4,0.4,0,0.2,0.4,2.4,4,4767000.00
82,Javonte Green,SF,28,CHI,5,1,14.4,0.6,3.4,0.176,0,1.2,0,0.6,2.2,0.273,0.176,0.2,0.4,0.5,1.6,1.4,3,0.4,1.8,0,0.8,1.6,1.4,#N/A
83,Jeff Green,C,35,DEN,5,5,22.6,1.2,3.4,0.353,0.6,1.6,0.375,0.6,1.8,0.333,0.441,0.8,1,0.8,1.4,2.2,3.6,0.4,0.6,0.4,0.4,1.2,3.8,3405180.00
84,Josh Green,SG,21,DAL,16,0,7.6,0.5,1.8,0.286,0.3,1.4,0.227,0.2,0.4,0.5,0.375,0.1,0.5,0.25,0.1,0.7,0.8,0.4,0.3,0,0,1,1.4,#N/A
85,Blake Griffin,PF,32,BRK,2,0,12.5,1,3.5,0.286,1,2.5,0.4,0,1,0,0.429,1,1,1,1,1,2,2,0.5,0.5,0.5,1.5,4,34449964.00
86,James Harden,SG,32,PHI,12,12,39.9,5.3,13.2,0.405,2.3,6.3,0.368,3,6.8,0.439,0.494,5.6,6.3,0.893,0.9,4.8,5.7,8.6,0.8,0.7,4.2,2.4,18.6,38199000.00
87,Tobias Harris,PF,29,PHI,12,12,38.8,6.8,13.5,0.5,1.8,4.8,0.386,4.9,8.8,0.562,0.568,1.6,1.8,0.864,0.8,6.8,7.6,2.9,1.1,0.8,1.5,2.9,16.9,32742000.00
88,Sam Hauser,SF,24,BOS,7,0,2.1,0.1,0.6,0.25,0.1,0.4,0.333,0,0.1,0,0.375,0.3,0.3,1,0,0.1,0.1,0.3,0,0,0,0,0.7,#N/A
89,Jaxson Hayes,C,21,NOP,6,6,13.8,2.3,4.2,0.56,0,0.5,0,2.3,3.7,0.636,0.56,1.2,1.8,0.636,0.7,1.8,2.5,0.2,0,0.3,0.7,1.8,5.8,4862040.00
90,Juancho Hernangómez,PF,26,UTA,6,0,9.3,0.8,3,0.278,0.7,2,0.333,0.2,1,0.167,0.389,0,0,0,0.3,1.7,2,0.8,0.3,0,0.3,0.7,2.3,#N/A
91,Willy Hernangómez,C,27,NOP,1,0,2,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,0,2,0,2,0,0,0,0,1,2,#N/A
92,Tyler Herro,SG,22,MIA,15,0,25.4,4.9,12.1,0.409,1.1,4.7,0.229,3.9,7.4,0.523,0.453,1.7,1.8,0.926,0.5,3.4,3.9,2.8,0.6,0.4,1.8,1.4,12.6,3640200.00
93,Haywood Highsmith,SF,25,MIA,8,0,3.9,0.4,0.9,0.429,0.4,0.6,0.6,0,0.3,0,0.643,0,0,0,0.3,0.4,0.6,0.4,0,0,0.4,0.3,1.1,#N/A
94,George Hill,SG,35,MIL,5,0,15.2,0.2,1,0.2,0.2,0.4,0.5,0,0.6,0,0.3,0.4,0.4,1,0.2,1,1.2,0.6,0,0,0.2,2,1,10133907.00
95,Aaron Holiday,PG,25,PHO,6,0,3.3,1.3,2.3,0.571,0.8,1.2,0.714,0.5,1.2,0.429,0.75,0,0.2,0,0.5,0,0.5,1.5,0.5,0.2,0,0.2,3.5,2239200.00
96,Jrue Holiday,PG,31,MIL,12,12,38.6,7.4,19.6,0.379,2.1,6.6,0.316,5.3,13,0.41,0.432,2.2,2.6,0.839,1,4.6,5.6,6.5,1.8,0.6,2.8,2.3,19.1,26131111.00
97,Al Horford,C,35,BOS,23,23,35.4,4.4,8.4,0.523,2,4.3,0.48,2.3,4.1,0.568,0.645,1.2,1.6,0.778,1.5,7.8,9.3,3.3,0.8,1.3,1.3,2.8,12,28000000.00
98,Danuel House Jr.,SF,28,UTA,6,0,18.7,1.5,3.7,0.409,0.3,1.7,0.2,1.2,2,0.583,0.455,1,1.3,0.75,0.3,2.5,2.8,0.7,0,0.2,1,1.2,4.3,#N/A
99,Kevin Huerter,SG,23,ATL,5,5,30.8,3.4,9.4,0.362,1.8,6.2,0.29,1.6,3.2,0.5,0.457,0.6,0.8,0.75,0.2,2.8,3,3.8,1.2,0.6,2.2,3,9.2,2636280.00
100,De'Andre Hunter,SF,24,ATL,5,5,35,7.8,14,0.557,2.4,5.2,0.462,5.4,8.8,0.614,0.643,3.2,4,0.8,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4,21.2,7068360.00
101,Bones Hyland,PG,21,DEN,5,0,17.4,2.6,7.2,0.361,1.6,4.6,0.348,1,2.6,0.385,0.472,2.4,2.8,0.857,0.2,1.8,2,3.2,0.2,0,1.2,2.4,9.2,#N/A
102,Serge Ibaka,PF,32,MIL,6,0,3.7,0.7,2.7,0.25,0,0.5,0,0.7,2.2,0.308,0.25,0.2,0.3,0.5,0.3,1.3,1.7,0,0,0,0.3,0.2,1.5,23271604.00
103,Andre Iguodala,SF,38,GSW,7,0,8.7,0.6,1.3,0.444,0.1,0.4,0.333,0.4,0.9,0.5,0.5,0.3,0.4,0.667,0.4,0.6,1,1.7,0,0.3,0.6,1.6,1.6,17185185.00
104,Brandon Ingram,SF,24,NOP,6,6,39.3,9.3,19.7,0.475,1.8,4.5,0.407,7.5,15.2,0.495,0.521,6.5,7.8,0.83,0.7,5.5,6.2,6.2,0.7,0.3,3.8,1.8,27,7265485.00
105,Kyrie Irving,PG,29,BRK,4,4,42.5,7,15.8,0.444,2,5.3,0.381,5,10.5,0.476,0.508,5.3,5.3,1,1.5,3.8,5.3,5.3,1.8,1.3,2.3,3.3,21.3,31742000.00
106,Jaren Jackson Jr.,PF,22,MEM,12,12,27.7,4.9,13,0.378,2.3,6,0.375,2.7,7,0.381,0.465,3.3,4.4,0.755,2.2,4.6,6.8,0.9,0.8,2.5,1.4,4.4,15.4,#N/A
107,Isaiah Joe,SG,22,PHI,7,0,2.1,0.3,0.7,0.4,0.1,0.4,0.333,0.1,0.3,0.5,0.5,0,0,0,0,0.3,0.3,0,0,0,0.4,0.1,0.7,#N/A
