rating,height,weight,draft_year,draft_round,draft_peak,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TWITTER_FOLLOWER_COUNT_MILLIONS,Experience,Age,bmi,team_salary,position_C,position_C-F,position_F,position_F-C,position_F-G,position_G,position_G-F,country_USA,country_not USA
69,2.01,102.1,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,25.271651691789813,6,0,0,0,0,0,1,0,1,0
71,1.85,90.7,2018,2,32,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,26.501095690284878,1,0,0,0,0,0,1,0,1,0
77,2.06,102.1,2009,1,26,52.0,17.0,2.850071428571429,14.0,38.0,24.05976058063908,1,0,0,1,0,0,0,0,1,0
76,1.85,84.4,2006,1,21,185.5,74.0,2.850071428571429,17.0,37.0,24.660336011687363,6,0,0,0,0,0,1,0,1,0
87,2.16,108.0,2013,1,27,731.0,225.5,0.195,10.0,31.0,23.148148148148145,6,1,0,0,0,0,0,0,0,1
86,1.98,104.3,2012,2,35,627.0,168.5,0.911,11.0,33.0,26.604428119579634,6,0,0,1,0,0,0,0,1,0
70,2.03,104.3,2017,0,0,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,25.310005095974187,6,0,0,1,0,0,0,0,1,0
88,1.85,79.4,2005,1,4,829.0,178.5,6.4,18.0,38.0,23.199415631848066,6,0,0,0,0,0,1,0,1,0
74,1.91,97.5,2015,2,46,49.0,18.0,2.850071428571429,8.0,30.0,26.72624105698857,6,0,0,0,0,0,1,0,1,0
76,1.91,83.9,2014,1,10,19.0,8.0,0.05,9.0,29.0,22.998273073654783,1,0,0,0,0,0,1,0,1,0
84,1.93,91.2,2016,1,7,0.0,62.5,2.850071428571429,7.0,26.0,24.483878761845958,6,0,0,0,0,0,1,0,0,1
72,2.03,108.9,2007,0,0,11.0,2.0,2.850071428571429,16.0,38.0,26.4262661069184,2,0,0,1,0,0,0,0,1,0
72,1.88,85.7,2011,1,8,583.257281553398,198.99757281553397,2.850071428571429,12.0,32.0,24.247397012222727,2,0,0,0,0,0,1,0,1,0
81,2.03,99.8,2014,1,4,42.5,16.0,2.850071428571429,9.0,28.0,24.218010628746153,4,0,0,1,0,0,0,0,1,0
79,1.98,101.2,2016,1,3,0.0,100.0,2.850071428571429,7.0,27.0,25.813692480359148,4,0,0,1,0,0,0,0,1,0
75,1.83,79.4,2014,1,24,159.0,72.0,2.850071428571429,9.0,32.0,23.70927767326585,6,0,0,0,0,0,1,0,1,0
87,1.98,99.8,2009,1,9,0.0,186.0,0.58,14.0,34.0,25.456586062646668,3,0,0,0,0,0,0,1,1,0
90,2.13,114.8,2014,2,41,0.0,1.0,0.009,9.0,28.0,25.303621415503983,6,1,0,0,0,0,0,0,0,1
82,2.11,120.2,2007,2,48,0.0,75.5,1.1,16.0,38.0,26.998495092203683,6,1,0,0,0,0,0,0,0,1
78,2.06,117.5,2018,1,7,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,27.688754830804037,2,1,0,0,0,0,0,0,1,0
78,2.03,106.6,2014,1,2,267.0,125.0,0.281,9.0,28.0,25.86813560144629,3,0,0,1,0,0,0,0,1,0
76,1.96,92.5,2013,1,8,9.0,10.0,2.850071428571429,10.0,30.0,24.078508954602253,6,0,0,0,0,0,1,0,1,0
81,2.11,120.2,2008,2,35,189.5,27.0,0.984,15.0,35.0,26.998495092203683,6,1,0,0,0,0,0,0,1,0
73,1.98,89.8,2013,1,20,583.257281553398,198.99757281553397,2.850071428571429,10.0,32.0,22.905825936128966,2,0,0,1,0,0,0,0,1,0
72,1.88,86.2,2018,2,46,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,24.38886373924853,2,0,0,0,0,0,1,0,1,0
70,1.93,106.1,2019,2,46,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,28.483986147279122,6,0,0,0,0,0,1,0,1,0
73,2.11,104.3,2005,1,28,10.0,5.0,2.850071428571429,18.0,37.0,23.4271467397408,6,1,0,0,0,0,0,0,0,1
77,2.13,104.3,2013,1,4,90.0,29.0,2.850071428571429,10.0,31.0,22.989265798232275,5,0,1,0,0,0,0,0,1,0
75,1.96,90.7,2007,1,18,0.0,15.0,2.850071428571429,16.0,37.0,23.60995418575594,3,0,0,0,0,0,1,0,0,1
84,1.93,96.2,2016,1,6,512.0,333.0,2.850071428571429,7.0,30.0,25.826196676420846,3,0,0,0,0,0,1,0,0,1
77,2.08,101.6,2010,2,35,583.257281553398,198.99757281553397,2.850071428571429,13.0,35.0,23.483727810650883,3,0,0,0,0,1,0,0,0,1
79,1.96,81.6,2012,1,12,583.257281553398,198.99757281553397,0.055,11.0,31.0,21.241149521032902,2,0,0,0,0,0,1,0,1,0
74,2.06,108.9,2012,2,49,0.0,7.0,0.024,11.0,33.0,25.662173626166464,6,0,0,0,1,0,0,0,1,0
74,2.03,101.6,2017,2,38,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,24.654808415637365,6,0,0,0,1,0,0,0,1,0
69,1.98,102.1,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,29.0,26.04326089174574,4,0,0,1,0,0,0,0,1,0
71,1.8,86.2,2017,2,34,583.257281553398,198.99757281553397,2.850071428571429,6.0,29.0,26.604938271604937,6,0,0,0,0,0,1,0,1,0
74,2.01,94.3,2012,1,15,583.257281553398,198.99757281553397,2.850071428571429,11.0,30.0,23.341006410732412,1,0,0,1,0,0,0,0,1,0
76,1.98,106.6,2012,2,34,55.0,47.0,2.850071428571429,11.0,33.0,27.191102948678704,6,0,0,1,0,0,0,0,1,0
87,2.06,103.0,2016,1,27,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,24.271844660194176,6,0,0,1,0,0,0,0,0,1
71,1.91,86.2,2018,2,31,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,23.628738247306817,1,0,0,0,0,0,1,0,0,1
79,2.03,99.8,2007,1,12,0.0,1.5,2.850071428571429,16.0,35.0,24.218010628746153,2,0,0,1,0,0,0,0,1,0
72,1.91,93.0,2018,1,16,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.492722238973712,6,0,0,0,0,0,0,1,1,0
83,2.03,117.9,2008,1,5,866.5,194.5,2.55,15.0,35.0,28.610255041374465,6,0,0,1,0,0,0,0,1,0
76,2.08,97.5,2018,1,14,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,22.53605769230769,6,0,0,1,0,0,0,0,1,0
76,2.03,106.6,2007,1,5,57.5,28.5,2.850071428571429,16.0,37.0,25.86813560144629,6,0,0,1,0,0,0,0,1,0
77,2.08,98.0,2014,1,12,583.257281553398,198.99757281553397,2.850071428571429,9.0,29.0,22.65162721893491,1,0,0,1,0,0,0,0,0,1
73,2.01,96.6,2016,0,0,583.257281553398,198.99757281553397,2.850071428571429,7.0,30.0,23.910299250018568,6,0,0,1,0,0,0,0,1,0
95,1.91,83.9,2009,1,7,12278.0,2893.0,9.56,14.0,35.0,22.998273073654783,6,0,0,0,0,0,1,0,1,0
85,2.03,102.5,2011,1,19,2.0,4.0,0.022,12.0,31.0,24.873207309082975,6,0,0,1,0,0,0,0,1,0
73,1.93,102.5,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,27.517517248785204,6,0,0,1,0,0,0,0,1,0
82,2.11,113.4,2018,1,1,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,25.471125985489998,1,1,0,0,0,0,0,0,0,1
77,1.98,94.8,2009,2,46,0.0,15.0,2.850071428571429,14.0,36.0,24.181205999387817,6,0,0,0,0,0,1,0,1,0
69,1.91,95.3,2018,2,38,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,26.12318741262575,2,0,0,0,0,0,1,0,1,0
88,1.85,95.7,2017,1,13,583.257281553398,198.99757281553397,2.850071428571429,6.0,27.0,27.962016070124175,6,0,0,0,0,0,1,0,1,0
74,1.96,97.5,2015,2,41,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,25.380049979175347,6,0,0,0,0,0,1,0,1,0
73,1.96,92.5,2018,1,18,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,24.078508954602253,3,0,0,0,0,0,1,0,1,0
74,2.06,90.7,2011,2,38,59.0,16.0,2.850071428571429,12.0,35.0,21.373362239607882,1,0,0,1,0,0,0,0,1,0
72,1.96,83.5,2013,1,11,0.0,5.0,2.850071428571429,10.0,32.0,21.73573511037068,4,0,0,0,0,0,1,0,1,0
96,2.08,104.3,2007,1,2,1425.5,366.0,16.2,16.0,35.0,24.107803254437865,6,0,0,1,0,0,0,0,1,0
80,2.01,94.8,2013,0,0,38.0,15.0,2.850071428571429,10.0,33.0,23.464765723620708,6,0,0,1,0,0,0,0,1,0
79,1.98,93.4,2012,1,8,0.0,0.0,2.850071428571429,11.0,32.0,23.82409958167534,4,0,0,0,0,0,1,0,1,0
81,2.01,88.9,2016,1,2,194.0,100.0,2.850071428571429,7.0,26.0,22.00440583153883,3,0,0,1,0,0,0,0,1,0
80,2.06,111.6,2010,1,3,25.0,6.5,2.850071428571429,13.0,32.0,26.298425864831746,3,0,0,1,0,0,0,0,1,0
74,2.03,102.1,2019,1,9,583.257281553398,198.99757281553397,2.850071428571429,4.0,25.0,24.776141134218257,6,0,0,1,0,0,0,0,0,1
70,2.08,112.5,2017,1,28,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,26.00314349112426,6,0,0,0,1,0,0,0,1,0
87,2.21,99.8,2015,1,4,485.0,214.0,2.850071428571429,8.0,28.0,20.433652054626236,6,0,0,0,1,0,0,0,0,1
69,1.96,97.5,2019,2,48,583.257281553398,198.99757281553397,2.850071428571429,4.0,27.0,25.380049979175347,6,0,0,0,0,0,1,0,1,0
87,1.91,93.9,2012,1,3,55.5,40.5,0.276,11.0,30.0,25.739426002576685,6,0,0,0,0,0,1,0,1,0
90,1.91,86.2,2008,1,4,2130.5,559.0,4.5,15.0,35.0,23.628738247306817,6,0,0,0,0,0,1,0,1,0
78,1.98,86.6,2016,1,20,0.0,28.0,2.850071428571429,7.0,29.0,22.0895826956433,6,0,0,0,0,0,1,0,1,0
96,1.91,83.9,2009,1,7,12278.0,2893.0,9.56,14.0,35.0,22.998273073654783,6,0,0,0,0,0,1,0,1,0
77,2.06,97.5,2010,1,13,583.257281553398,198.99757281553397,2.850071428571429,13.0,34.0,22.975775285135263,6,0,0,1,0,0,0,0,1,0
96,2.06,113.4,2003,1,1,5533.5,1501.5,37.0,20.0,39.0,26.722594023941937,6,0,0,1,0,0,0,0,1,0
79,2.06,110.2,2017,1,14,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,25.968517296634936,6,0,0,0,1,0,0,0,1,0
75,2.03,94.8,2016,2,47,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,23.004683442937228,6,0,0,1,0,0,0,0,1,0
72,1.85,77.1,2013,2,47,583.257281553398,198.99757281553397,2.850071428571429,10.0,31.0,22.52739225712198,6,0,0,0,0,0,1,0,0,1
72,1.93,93.0,2018,1,21,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,24.967113211092915,2,0,0,0,0,0,1,0,1,0
75,1.91,81.6,2008,1,26,33.5,3.0,0.244,15.0,37.0,22.36780790000274,6,0,0,0,0,0,1,0,1,0
89,2.11,112.5,2015,1,1,0.0,105.0,0.281,8.0,28.0,25.26897419195436,6,0,0,0,1,0,0,0,1,0
85,2.03,92.5,2017,1,3,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,22.44655293746512,4,0,0,1,0,0,0,0,1,0
75,2.03,103.9,2011,1,7,583.257281553398,198.99757281553397,2.850071428571429,12.0,31.0,25.212938921109476,5,1,0,0,0,0,0,0,0,1
88,2.06,114.3,2009,1,1,269.0,98.5,4.19,14.0,34.0,26.93467810349703,2,0,0,1,0,0,0,0,1,0
71,2.06,88.5,2018,1,29,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,20.854934489584316,6,0,0,1,0,0,0,0,0,1
76,1.85,86.2,2018,2,33,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,25.18626734842951,6,0,0,0,0,0,1,0,1,0
71,1.96,99.3,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,25.84860474802166,1,0,0,0,0,0,1,0,1,0
97,2.06,113.4,2003,1,1,5533.5,1501.5,37.0,20.0,39.0,26.722594023941937,6,0,0,1,0,0,0,0,1,0
79,1.96,81.6,2018,1,11,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,21.241149521032902,6,0,0,0,0,0,1,0,0,1
77,1.96,90.3,2013,1,24,583.257281553398,198.99757281553397,2.850071428571429,10.0,31.0,23.505830903790088,6,0,0,0,0,0,1,0,1,0
73,1.96,88.5,2009,0,0,2.0,1.0,2.850071428571429,14.0,37.0,23.037276134943774,6,0,0,0,0,0,0,1,1,0
72,1.85,91.6,2014,0,0,14.5,2.0,2.850071428571429,9.0,32.0,26.764061358655947,2,0,0,0,0,0,1,0,1,0
74,2.01,97.5,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,33.0,24.1330660132175,6,0,0,0,0,0,1,0,1,0
79,1.91,78.9,2019,1,2,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,21.62769660919383,2,0,0,0,0,0,1,0,1,0
86,2.08,122.5,2010,1,5,102.0,91.5,0.826,13.0,33.0,28.314534023668635,1,1,0,0,0,0,0,0,1,0
82,2.11,108.4,2015,1,11,53.0,31.0,2.850071428571429,8.0,27.0,24.34806046584758,2,0,0,0,1,0,0,0,1,0
77,1.88,79.4,2017,2,51,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,22.464916251697606,6,0,0,0,0,0,1,0,1,0
79,2.11,106.1,2017,1,22,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,23.831450326812067,6,1,0,0,0,0,0,0,1,0
83,2.13,131.5,2014,1,16,45.0,43.5,0.031,9.0,29.0,28.984548921069457,6,1,0,0,0,0,0,0,0,1
76,1.8,81.6,2008,1,9,583.257281553398,198.99757281553397,2.850071428571429,15.0,36.0,25.185185185185183,4,0,0,0,0,0,1,0,1,0
73,1.98,109.8,2015,1,8,0.0,19.0,2.850071428571429,8.0,27.0,28.00734618916437,6,0,0,1,0,0,0,0,1,0
74,2.06,94.8,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,31.0,22.339523046469978,4,1,0,0,0,0,0,0,0,1
72,1.96,90.7,2008,1,22,2.0,1.0,2.850071428571429,15.0,38.0,23.60995418575594,6,0,0,0,0,0,0,1,1,0
77,2.13,102.1,2018,1,6,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,22.50435319270868,4,1,0,0,0,0,0,0,1,0
75,2.08,117.9,2009,0,0,583.257281553398,198.99757281553397,2.850071428571429,14.0,37.0,27.251294378698223,1,1,0,0,0,0,0,0,0,1
79,2.03,95.3,2012,1,7,88.5,28.5,0.597,11.0,31.0,23.12601616151812,3,0,0,1,0,0,0,0,1,0
71,2.11,108.9,2018,1,25,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,24.460367017811823,6,0,0,1,0,0,0,0,0,1
87,1.93,96.6,2013,1,2,78.0,28.0,2.850071428571429,10.0,31.0,25.933582109586833,2,0,0,0,0,0,1,0,1,0
73,1.83,79.4,2010,0,0,583.257281553398,198.99757281553397,2.850071428571429,13.0,35.0,23.70927767326585,6,0,0,0,0,0,1,0,1,0
75,1.93,90.7,2009,1,28,18.0,12.0,2.850071428571429,14.0,36.0,24.34964697038847,1,0,0,0,0,0,1,0,1,0
88,1.91,93.9,2012,1,3,55.5,40.5,0.276,11.0,30.0,25.739426002576685,6,0,0,0,0,0,1,0,1,0
78,2.03,99.8,2012,0,0,583.257281553398,198.99757281553397,2.850071428571429,11.0,33.0,24.218010628746153,6,0,0,1,0,0,0,0,1,0
72,1.96,91.2,2019,1,20,583.257281553398,198.99757281553397,2.850071428571429,4.0,26.0,23.740108288213246,6,0,0,0,0,0,0,1,1,0
74,1.88,81.6,2013,0,0,30.5,35.0,2.850071428571429,10.0,33.0,23.087369850611136,6,0,0,0,0,0,1,0,1,0
73,1.96,95.3,2016,0,0,0.0,3.0,2.850071428571429,7.0,30.0,24.80737192836318,6,0,0,0,0,0,1,0,1,0
77,1.85,86.2,2018,1,8,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.18626734842951,6,0,0,0,0,0,1,0,1,0
72,1.98,102.1,2012,2,46,583.257281553398,198.99757281553397,2.850071428571429,11.0,33.0,26.04326089174574,3,0,0,1,0,0,0,0,1,0
79,1.98,86.2,2017,1,2,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,21.987552290582595,3,0,0,0,0,0,1,0,1,0
78,1.98,100.7,2015,1,10,88.5,33.5,2.850071428571429,8.0,27.0,25.686154474033263,2,0,0,1,0,0,0,0,1,0
85,1.83,93.0,2006,1,24,561.0,162.0,0.589,17.0,37.0,27.77031263997133,6,0,0,0,0,0,1,0,1,0
89,2.01,99.8,2011,1,30,89.5,30.0,0.469,12.0,34.0,24.702358852503657,6,0,0,0,0,0,1,0,1,0
77,2.03,97.5,2010,1,8,33.0,9.0,2.850071428571429,13.0,33.0,23.65988012327405,4,0,0,1,0,0,0,0,0,1
79,1.85,81.6,2009,2,42,214.5,51.0,2.850071428571429,14.0,35.0,23.842220598977352,6,0,0,0,0,0,1,0,1,0
82,2.11,110.0,2018,1,4,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,24.70744143213315,2,0,0,0,1,0,0,0,1,0
78,2.11,106.1,2013,1,13,56.5,16.0,2.850071428571429,10.0,32.0,23.831450326812067,6,1,0,0,0,0,0,0,0,1
76,1.98,105.2,2012,1,2,29.0,11.0,2.850071428571429,11.0,30.0,26.83399653096623,6,0,0,1,0,0,0,0,1,0
75,2.01,111.1,2009,1,16,13.0,7.0,0.0,14.0,36.0,27.49931932377912,6,0,0,1,0,0,0,0,1,0
81,2.11,104.8,2016,1,11,0.0,82.0,2.850071428571429,7.0,27.0,23.53945329170504,2,0,0,0,1,0,0,0,0,1
75,1.88,84.8,2016,0,0,583.257281553398,198.99757281553397,2.850071428571429,7.0,30.0,23.99275690357628,3,0,0,0,0,0,1,0,1,0
68,2.13,113.4,2017,2,43,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,24.995040666534422,1,0,0,0,1,0,0,0,0,1
