rating,height,weight,salary,draft_year,draft_round,draft_peak,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TWITTER_FOLLOWER_COUNT_MILLIONS,Experience,Age,bmi,team_salary,position_C,position_C-F,position_F,position_F-C,position_F-G,position_G,position_G-F,country_USA,country_not USA
72,2.01,104.3,0.03488570523526663,2016,2,50,583.257281553398,198.99757281553397,2.850071428571429,7.0,30.0,25.81619266849831,6,0,0,1,0,0,0,0,1,0
76,1.98,87.1,0.05499015699777696,2005,1,18,583.257281553398,198.99757281553397,2.850071428571429,18.0,37.0,22.217120701969186,1,0,0,0,0,1,0,0,1,0
96,2.11,109.8,0.5640094504017257,2013,1,15,583.257281553398,198.99757281553397,0.246,10.0,29.0,24.662518811347454,6,0,0,0,0,1,0,0,0,1
97,2.11,109.8,0.6008639310177704,2013,1,15,583.257281553398,198.99757281553397,0.246,10.0,29.0,24.662518811347454,6,0,0,0,0,1,0,0,0,1
96,2.11,109.8,0.8592624087582144,2013,1,15,583.257281553398,198.99757281553397,0.246,10.0,29.0,24.662518811347454,6,0,0,0,0,1,0,0,0,1
74,1.98,95.7,0.04007934142480174,2014,2,40,583.257281553398,198.99757281553397,2.850071428571429,9.0,29.0,24.410774410774412,6,0,0,1,0,0,0,0,1,0
72,2.11,113.4,0.060500799392691595,2019,1,18,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,25.471125985489998,2,1,0,0,0,0,0,0,0,1
79,1.91,86.2,0.4191448743942999,2008,2,45,62.5,45.0,0.226,15.0,37.0,23.628738247306817,6,0,0,0,0,0,1,0,0,1
80,2.01,93.9,0.7139733282695144,2010,1,9,319.0,50.5,0.252,13.0,33.0,23.24199896042178,4,0,0,1,0,0,0,0,1,0
76,2.08,104.3,0.35379119260240427,2013,1,21,583.257281553398,198.99757281553397,2.850071428571429,10.0,33.0,24.107803254437865,2,1,0,0,0,0,0,0,0,1
72,1.98,107.0,0.05094666051882657,2019,1,22,583.257281553398,198.99757281553397,2.850071428571429,4.0,25.0,27.293133353739414,4,0,0,1,0,0,0,0,1,0
72,1.93,93.0,0.052030390086227354,2018,1,21,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,24.967113211092915,2,0,0,0,0,0,1,0,1,0
70,1.96,89.8,0.02988898157104313,2018,2,45,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,23.37567680133278,6,0,0,0,0,0,1,0,1,0
79,2.03,95.3,0.5269455055902383,2012,1,7,88.5,28.5,0.597,11.0,31.0,23.12601616151812,3,0,0,1,0,0,0,0,1,0
74,2.11,105.2,0.05529732304364618,2017,1,20,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,23.629298533276433,3,0,0,0,1,0,0,0,1,0
81,2.13,106.6,0.5913502461330032,2010,2,33,194.0,155.0,0.164,13.0,34.0,23.496219885825127,6,1,0,0,0,0,0,0,1,0
69,2.08,109.8,0.0006465640808899597,2016,1,18,6.5,5.0,2.850071428571429,7.0,26.0,25.379068047337274,1,0,0,0,1,0,0,0,1,0
73,2.11,104.3,0.33675324068159856,2005,1,28,10.0,5.0,2.850071428571429,18.0,37.0,23.4271467397408,6,1,0,0,0,0,0,0,0,1
70,1.98,98.0,0.018550012698179175,2019,2,47,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,24.997449239873482,1,0,0,1,0,0,0,0,0,1
68,2.03,90.7,0.02988898157104313,2018,2,39,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,22.00975515057391,6,0,0,0,0,0,1,0,0,1
68,2.13,113.4,0.02988898157104313,2017,2,43,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,24.995040666534422,1,0,0,0,1,0,0,0,0,1
76,1.75,83.9,0.04963910012309821,2011,2,60,467.5,155.5,0.639,12.0,34.0,27.39591836734694,1,0,0,0,0,0,1,0,1,0
73,1.83,79.4,0.13010877574726937,2010,0,0,583.257281553398,198.99757281553397,2.850071428571429,13.0,35.0,23.70927767326585,6,0,0,0,0,0,1,0,1,0
74,2.08,99.8,0.008775804123621618,2017,2,35,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,23.067677514792898,1,0,0,0,1,0,0,0,1,0
77,2.13,120.2,0.14063735281690748,2016,2,32,5.0,43.0,2.850071428571429,7.0,26.0,26.493861447243717,6,1,0,0,0,0,0,0,0,1
79,1.91,78.9,0.18981099152814745,2019,1,2,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,21.62769660919383,2,0,0,0,0,0,1,0,1,0
78,2.03,106.6,0.1410422863142668,2014,1,2,267.0,125.0,0.281,9.0,28.0,25.86813560144629,3,0,0,1,0,0,0,0,1,0
71,1.93,95.3,0.041019907604838264,2018,1,28,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,25.584579451797364,6,0,0,0,0,0,1,0,1,0
76,1.98,106.6,0.16980907422773445,2012,2,34,55.0,47.0,2.850071428571429,11.0,33.0,27.191102948678704,6,0,0,1,0,0,0,0,1,0
76,2.08,122.5,0.03613494628563062,2015,1,3,583.257281553398,198.99757281553397,2.850071428571429,8.0,28.0,28.314534023668635,3,1,0,0,0,0,0,0,1,0
71,2.01,101.2,0.03689283537111374,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,30.0,25.048884928590883,2,0,0,1,0,0,0,0,1,0
75,2.03,94.8,0.07723401250697394,2016,2,47,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,23.004683442937228,6,0,0,1,0,0,0,0,1,0
77,2.16,108.4,0.08101479859402051,2016,1,9,583.257281553398,198.99757281553397,2.850071428571429,7.0,28.0,23.233882030178325,3,0,1,0,0,0,0,0,0,1
76,1.85,86.2,0.02988898157104313,2018,2,33,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,25.18626734842951,6,0,0,0,0,0,1,0,1,0
68,1.91,86.2,0.018550012698179175,2019,0,0,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,23.628738247306817,1,0,0,0,0,0,1,0,1,0
84,1.93,91.2,0.09610000366053933,2016,1,7,0.0,62.5,2.850071428571429,7.0,26.0,24.483878761845958,6,0,0,0,0,0,1,0,0,1
73,1.98,91.2,0.04007934142480174,2013,2,50,583.257281553398,198.99757281553397,2.850071428571429,10.0,33.0,23.262932353841446,4,0,0,1,0,0,0,0,1,0
96,1.96,99.8,0.8342049892407696,2009,1,3,969.0,321.5,4.47,14.0,34.0,25.978758850478968,6,0,0,0,0,0,1,0,1,0
96,1.96,99.8,0.9010288564645672,2009,1,3,969.0,321.5,4.47,14.0,34.0,25.978758850478968,6,0,0,0,0,0,1,0,1,0
94,1.96,99.8,0.9678527236883647,2009,1,3,969.0,321.5,4.47,14.0,34.0,25.978758850478968,6,0,0,0,0,0,1,0,1,0
75,2.01,111.1,0.33455230313744083,2009,1,16,13.0,7.0,0.0,14.0,36.0,27.49931932377912,6,0,0,1,0,0,0,0,1,0
78,2.03,99.8,0.1031467386890537,2012,0,0,583.257281553398,198.99757281553397,2.850071428571429,11.0,33.0,24.218010628746153,6,0,0,1,0,0,0,0,1,0
72,1.98,102.1,0.05499015699777696,2007,1,22,31.0,4.0,2.850071428571429,16.0,38.0,26.04326089174574,6,0,0,1,0,0,0,0,1,0
82,2.11,110.0,0.1454148158602204,2018,1,4,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,24.70744143213315,2,0,0,0,1,0,0,0,1,0
70,2.06,97.1,0.02988898157104313,2018,2,41,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,22.881515694221886,6,0,0,1,0,0,0,0,1,0
79,2.11,106.1,0.05088105945542458,2017,1,22,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,23.831450326812067,6,1,0,0,0,0,0,0,1,0
77,1.98,88.5,0.12603363768873807,2019,1,6,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,22.574227119681666,6,0,0,0,0,0,1,0,1,0
79,2.13,122.5,0.08637473347927965,2008,1,18,0.0,32.0,0.193,15.0,35.0,27.000815534836565,6,1,0,0,0,0,0,0,1,0
74,2.11,99.8,0.10522498037762858,2019,1,8,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,22.416387772062624,3,0,0,0,1,0,0,0,1,0
79,1.98,101.2,0.14180389279334268,2016,1,3,0.0,100.0,2.850071428571429,7.0,27.0,25.813692480359148,4,0,0,1,0,0,0,0,1,0
85,2.03,92.5,0.17012542442247994,2017,1,3,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,22.44655293746512,4,0,0,1,0,0,0,0,1,0
76,2.03,106.6,0.07336779196835684,2007,1,5,57.5,28.5,2.850071428571429,16.0,37.0,25.86813560144629,6,0,0,1,0,0,0,0,1,0
78,1.91,82.1,0.41438005048920246,2009,1,19,17.5,13.5,0.083,14.0,35.0,22.504865546448837,1,0,0,0,0,0,1,0,1,0
70,1.96,91.2,0.0031724018250565717,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,23.740108288213246,1,0,0,1,0,0,0,0,1,0
77,2.03,97.1,0.20327917411584964,2014,2,39,9.0,3.0,2.850071428571429,9.0,29.0,23.56281394840933,6,0,0,1,0,0,0,0,1,0
79,1.96,81.6,0.2285103708502462,2012,1,12,583.257281553398,198.99757281553397,0.055,11.0,31.0,21.241149521032902,2,0,0,0,0,0,1,0,1,0
71,1.93,86.2,0.07692205758347637,2018,1,13,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,23.14156084727107,6,0,0,0,0,0,1,0,1,0
71,1.85,90.7,0.02988898157104313,2018,2,32,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,26.501095690284878,1,0,0,0,0,0,1,0,1,0
88,2.01,99.8,0.7148766549125597,2011,1,30,89.5,30.0,0.469,12.0,34.0,24.702358852503657,6,0,0,0,0,0,1,0,1,0
89,2.01,99.8,0.7506751552110227,2011,1,30,89.5,30.0,0.469,12.0,34.0,24.702358852503657,6,0,0,0,0,0,1,0,1,0
80,1.91,86.2,0.29381185606269505,2006,1,11,583.257281553398,198.99757281553397,2.850071428571429,17.0,39.0,23.628738247306817,3,0,0,0,0,0,1,0,1,0
74,2.11,103.0,0.14788723247175667,2007,1,9,0.0,87.0,2.850071428571429,16.0,38.0,23.13514970463377,6,1,0,0,0,0,0,0,1,0
78,1.98,97.5,0.16655381825960117,2014,2,33,0.0,0.0,2.850071428571429,9.0,32.0,24.869911233547597,6,0,0,0,0,0,1,0,1,0
79,2.01,94.8,0.24938344840561646,2009,0,0,86.5,4.0,2.850071428571429,14.0,36.0,23.464765723620708,6,0,0,1,0,0,0,0,0,1
91,2.13,113.4,0.600350974436009,2014,1,3,6852.5,2941.0,0.793,9.0,29.0,24.995040666534422,6,1,0,0,0,0,0,0,0,1
91,2.13,113.4,0.6449024059539875,2014,1,3,6852.5,2941.0,0.793,9.0,29.0,24.995040666534422,6,1,0,0,0,0,0,0,0,1
95,2.13,113.4,0.689453837471966,2014,1,3,6852.5,2941.0,0.793,9.0,29.0,24.995040666534422,6,1,0,0,0,0,0,0,0,1
84,2.06,102.1,0.05765371324104547,2017,1,19,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,24.05976058063908,1,0,0,1,0,0,0,0,1,0
75,2.06,99.8,0.2117251579597072,2012,1,14,583.257281553398,198.99757281553397,2.850071428571429,11.0,33.0,23.51776793288717,2,0,0,1,0,0,0,0,1,0
86,1.93,88.5,0.8342049892407696,2010,1,1,0.0,77.0,1.81,13.0,33.0,23.759027087975518,6,0,0,0,0,0,1,0,1,0
70,2.03,104.3,0.0006465640808899597,2017,0,0,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,25.310005095974187,6,0,0,1,0,0,0,0,1,0
73,2.03,97.5,0.038011355369138716,2017,2,36,583.257281553398,198.99757281553397,2.850071428571429,6.0,27.0,23.65988012327405,1,0,0,1,0,0,0,0,0,1
81,2.11,104.8,0.3487789870872179,2011,1,5,65.0,40.0,0.162,12.0,31.0,23.53945329170504,2,1,0,0,0,0,0,0,0,1
76,2.11,93.0,0.1258761951365733,2017,1,6,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,20.88901866534894,4,0,0,1,0,0,0,0,1,0
73,1.98,88.5,0.02077367007729511,2012,0,0,58.0,40.0,2.850071428571429,11.0,34.0,22.574227119681666,1,0,0,0,0,0,0,1,1,0
74,2.03,101.6,0.0398103114637902,2017,2,38,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,24.654808415637365,6,0,0,0,1,0,0,0,1,0
78,1.93,84.4,0.2927447454313561,2014,2,46,55.5,179.5,2.850071428571429,9.0,31.0,22.65832639802411,6,0,0,0,0,0,1,0,0,1
68,1.96,81.2,0.02634829537604782,2014,2,58,25.5,7.5,2.850071428571429,9.0,32.0,21.13702623906706,2,0,0,0,0,0,1,0,1,0
70,1.93,88.0,0.041870097386527985,2019,1,28,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,23.624795296518027,6,0,0,0,0,0,1,0,1,0
76,1.78,79.4,0.05499015699777696,2006,0,0,583.257281553398,198.99757281553397,2.850071428571429,17.0,39.0,25.059967175861633,6,0,0,0,0,0,1,0,0,1
75,1.96,92.5,0.041200966539827744,2017,1,30,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,24.078508954602253,3,0,0,0,0,0,1,0,1,0
76,2.03,92.1,0.15327644729831422,2017,1,4,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,22.349486762600407,2,0,0,1,0,0,0,0,1,0
73,1.93,96.6,0.05424508198667835,2018,1,20,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,25.933582109586833,6,0,0,0,0,0,1,0,0,1
80,1.96,90.7,0.22012603013896534,2015,2,40,42.0,10.0,2.850071428571429,8.0,30.0,23.60995418575594,6,0,0,0,0,0,1,0,1,0
86,1.91,81.6,0.5703162054350657,2009,1,17,0.0,39.0,0.129,14.0,33.0,22.36780790000274,3,0,0,0,0,0,1,0,1,0
74,2.06,99.8,0.07152766027291003,2016,1,15,21.0,18.0,2.850071428571429,7.0,28.0,23.51776793288717,6,0,0,1,0,0,0,0,0,1
83,2.03,113.4,0.3925130293552076,2014,1,7,102.0,59.0,0.358,9.0,29.0,27.51826057414643,1,0,0,1,0,0,0,0,1,0
72,1.98,81.6,0.1031467386890537,2011,0,0,583.257281553398,198.99757281553397,2.850071428571429,12.0,34.0,20.81420263238445,2,0,0,0,0,0,1,0,1,0
74,2.01,91.2,0.07065059592224664,2017,1,15,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,22.573698670824985,6,0,0,0,0,1,0,0,1,0
70,2.01,86.2,0.018550012698179175,2019,2,40,583.257281553398,198.99757281553397,2.850071428571429,4.0,26.0,21.336105541942036,3,0,0,0,0,0,1,0,1,0
78,1.98,100.7,0.28317792368523337,2015,1,10,88.5,33.5,2.850071428571429,8.0,27.0,25.686154474033263,2,0,0,1,0,0,0,0,1,0
83,2.13,131.5,0.2613109025512385,2014,1,16,45.0,43.5,0.031,9.0,29.0,28.984548921069457,6,1,0,0,0,0,0,0,0,1
89,2.11,112.5,0.5955483205843498,2015,1,1,0.0,105.0,0.281,8.0,28.0,25.26897419195436,6,0,0,0,1,0,0,0,1,0
90,2.11,112.5,0.6432796543156337,2015,1,1,0.0,105.0,0.281,8.0,28.0,25.26897419195436,6,0,0,0,1,0,0,0,1,0
97,2.01,102.1,0.7148766549125597,2011,1,15,2701.5,716.5,0.166,12.0,32.0,25.271651691789813,6,0,0,1,0,0,0,0,1,0
96,2.01,102.1,0.7506751552110227,2011,1,15,2701.5,716.5,0.166,12.0,32.0,25.271651691789813,6,0,0,1,0,0,0,0,1,0
95,2.01,102.1,0.8592624087582144,2011,1,15,2701.5,716.5,0.166,12.0,32.0,25.271651691789813,6,0,0,1,0,0,0,0,1,0
70,2.03,106.6,0.02988898157104313,2018,2,48,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,25.86813560144629,6,0,0,1,0,0,0,0,1,0
72,1.96,95.7,0.04156046036727062,2019,1,29,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,24.911495210329033,3,0,0,1,0,0,0,0,1,0
78,2.11,106.1,0.27591555796131667,2013,1,13,56.5,16.0,2.850071428571429,10.0,32.0,23.831450326812067,6,1,0,0,0,0,0,0,0,1
78,2.01,92.1,0.3405788541619698,2015,1,15,64.5,114.5,2.850071428571429,8.0,28.0,22.796465434023915,1,0,0,0,0,1,0,0,1,0
88,1.83,78.0,0.7148766549125597,2011,1,9,59.5,32.5,0.336,12.0,33.0,23.291229956104985,4,0,0,0,0,0,1,0,1,0
72,1.98,95.3,0.02988898157104313,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,29.0,24.308744005713702,3,0,0,0,0,0,0,1,1,0
75,1.93,88.5,0.4202767770092589,2012,0,0,583.257281553398,198.99757281553397,2.850071428571429,11.0,34.0,23.759027087975518,3,0,0,0,0,0,1,0,1,0
76,1.96,92.5,0.1757951493961444,2013,1,8,9.0,10.0,2.850071428571429,10.0,30.0,24.078508954602253,6,0,0,0,0,0,1,0,1,0
96,2.08,104.3,0.8123379681067747,2007,1,2,1425.5,366.0,16.2,16.0,35.0,24.107803254437865,6,0,0,1,0,0,0,0,1,0
95,2.08,104.3,0.9177348232705166,2007,1,2,1425.5,366.0,16.2,16.0,35.0,24.107803254437865,6,0,0,1,0,0,0,0,1,0
96,2.08,104.3,0.8936811000231222,2007,1,2,1425.5,366.0,16.2,16.0,35.0,24.107803254437865,6,0,0,1,0,0,0,0,1,0
76,2.01,86.2,0.05655423941842821,2018,1,19,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,21.336105541942036,1,0,0,0,0,0,1,0,1,0
76,2.01,97.5,0.09468682555273378,2018,1,9,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,24.1330660132175,1,0,0,1,0,0,0,0,1,0
83,2.03,117.9,0.6318001242309205,2008,1,5,866.5,194.5,2.55,15.0,35.0,28.610255041374465,6,0,0,1,0,0,0,0,1,0
72,1.93,98.9,0.027136098546442253,2019,1,30,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,26.551048350291286,6,0,0,0,0,0,0,1,1,0
77,2.06,100.7,0.09652728525349759,2015,1,30,0.0,18.5,2.850071428571429,8.0,27.0,23.72985201244227,6,0,0,1,0,0,0,0,1,0
74,2.06,94.8,0.06450771234528481,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,31.0,22.339523046469978,4,1,0,0,0,0,0,0,0,1
85,2.01,98.4,0.6681128931324127,2012,2,39,16.0,9.0,2.850071428571429,11.0,32.0,24.355832776416435,6,0,0,1,0,0,0,0,1,0
69,1.91,95.3,0.02988898157104313,2018,2,38,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,26.12318741262575,2,0,0,0,0,0,1,0,1,0
89,1.98,93.0,0.7148766549125597,2011,1,11,797.0,225.0,2.850071428571429,12.0,33.0,23.72206917661463,6,0,0,0,0,0,1,0,1,0
89,1.98,93.0,0.7721542553901005,2011,1,11,797.0,225.0,2.850071428571429,12.0,33.0,23.72206917661463,6,0,0,0,0,0,1,0,1,0
68,2.08,90.7,0.0006465640808899597,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,20.964312130177515,6,0,0,1,0,0,0,0,0,1
75,1.91,93.0,0.11585163103705266,2016,1,5,165.0,47.0,2.850071428571429,7.0,29.0,25.492722238973712,2,0,0,0,0,0,1,0,1,0
87,2.21,99.8,0.5955483205843498,2015,1,4,485.0,214.0,2.850071428571429,8.0,28.0,20.433652054626236,6,0,0,0,1,0,0,0,0,1
87,2.21,99.8,0.6432796543156337,2015,1,4,485.0,214.0,2.850071428571429,8.0,28.0,20.433652054626236,6,0,0,0,1,0,0,0,0,1
74,2.06,104.3,0.19730722504309225,2014,1,30,22.0,11.5,2.850071428571429,9.0,30.0,24.578188330662645,2,0,0,1,0,0,0,0,1,0
75,2.01,96.2,0.13021270969871923,2003,2,51,107.5,30.5,2.850071428571429,20.0,42.0,23.811291799707934,6,0,0,1,0,0,0,0,1,0
84,2.03,100.2,0.04208526887448649,2017,1,27,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,24.315076803610868,6,0,0,1,0,0,0,0,1,0
85,1.83,93.0,0.7269974572590485,2006,1,24,561.0,162.0,0.589,17.0,37.0,27.77031263997133,6,0,0,0,0,0,1,0,1,0
87,1.83,93.0,0.6658507935301432,2006,1,24,561.0,162.0,0.589,17.0,37.0,27.77031263997133,6,0,0,0,0,0,1,0,1,0
74,2.06,108.9,0.046452506601325674,2012,2,49,0.0,7.0,0.024,11.0,33.0,25.662173626166464,6,0,0,0,1,0,0,0,1,0
91,1.88,81.6,0.6930096337785648,2011,1,1,1541.0,695.0,3.48,12.0,31.0,23.087369850611136,6,0,0,0,0,0,1,0,0,1
90,1.88,81.6,0.7363249225918386,2011,1,1,1541.0,695.0,3.48,12.0,31.0,23.087369850611136,6,0,0,0,0,0,1,0,0,1
71,2.03,97.5,0.018550012698179175,2019,2,32,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,23.65988012327405,6,0,0,1,0,0,0,0,1,0
87,2.11,111.6,0.5674491984271665,2006,1,2,195.0,63.0,0.669,17.0,38.0,25.066822398418726,3,0,0,0,1,0,0,0,1,0
76,1.93,81.6,0.04253398014815607,2018,1,26,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,21.90662836586217,6,0,0,0,0,0,1,0,1,0
72,1.85,91.6,0.1592647966369221,2014,0,0,14.5,2.0,2.850071428571429,9.0,32.0,26.764061358655947,2,0,0,0,0,0,1,0,1,0
78,2.01,103.0,0.27721419661242236,2015,1,27,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,25.494418454988743,6,0,0,1,0,0,0,0,1,0
83,2.13,108.9,0.11481060776192656,2017,1,7,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,24.00317397341798,2,0,0,0,1,0,0,0,0,1
97,2.06,113.4,0.8175392140196646,2003,1,1,5533.5,1501.5,37.0,20.0,39.0,26.722594023941937,6,0,0,1,0,0,0,0,1,0
97,2.06,113.4,0.8565217275314062,2003,1,1,5533.5,1501.5,37.0,20.0,39.0,26.722594023941937,6,0,0,1,0,0,0,0,1,0
96,2.06,113.4,0.8994024749007051,2003,1,1,5533.5,1501.5,37.0,20.0,39.0,26.722594023941937,6,0,0,1,0,0,0,0,1,0
73,1.96,92.5,0.05935146876188883,2018,1,18,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,24.078508954602253,3,0,0,0,0,0,1,0,1,0
79,1.98,86.2,0.18957220365736424,2017,1,2,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,21.987552290582595,3,0,0,0,0,0,1,0,1,0
84,1.85,79.4,0.17384281801525905,2005,2,45,583.257281553398,198.99757281553397,2.850071428571429,18.0,37.0,23.199415631848066,6,0,0,0,0,0,1,0,1,0
87,2.01,103.0,0.16691884444339095,2018,1,3,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.494418454988743,6,0,0,0,0,0,0,1,0,1
94,2.01,103.0,0.17492217417843306,2018,1,3,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.494418454988743,6,0,0,0,0,0,0,1,0,1
94,2.01,103.0,0.22139027196582725,2018,1,3,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.494418454988743,6,0,0,0,0,0,0,1,0,1
72,2.08,94.8,0.05772718643205569,2019,1,19,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,21.911982248520708,3,0,0,1,0,0,0,0,0,1
75,1.96,88.9,0.08259523754647999,2017,1,12,583.257281553398,198.99757281553397,2.850071428571429,6.0,27.0,23.141399416909625,2,0,0,0,0,0,1,0,1,0
71,2.18,108.9,0.04810744649478867,2017,0,0,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,22.914737816682095,2,1,0,0,0,0,0,0,1,0
83,1.96,101.2,0.4362470716231973,2016,2,36,583.257281553398,198.99757281553397,2.850071428571429,7.0,31.0,26.343190337359438,2,0,0,0,0,0,1,0,1,0
69,2.01,93.0,0.033636529785966034,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,23.01923219722285,6,0,0,1,0,0,0,0,1,0
77,1.93,89.8,0.05864107484630874,2016,1,19,0.0,14.0,2.850071428571429,7.0,27.0,24.108029745764988,6,0,0,0,0,0,1,0,1,0
75,1.91,89.4,0.08699575687948512,2017,1,11,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,24.505907184561828,5,0,0,0,0,0,1,0,1,0
82,2.11,120.2,0.5586083617826924,2007,2,48,0.0,75.5,1.1,16.0,38.0,26.998495092203683,6,1,0,0,0,0,0,0,0,1
75,1.96,90.7,0.12674462201388878,2007,1,18,0.0,15.0,2.850071428571429,16.0,37.0,23.60995418575594,3,0,0,0,0,0,1,0,0,1
78,2.03,106.6,0.3269119659532231,2011,1,14,6.0,23.0,2.850071428571429,12.0,34.0,25.86813560144629,6,0,0,1,0,0,0,0,1,0
82,1.91,103.0,0.27341585130740514,2014,1,6,1.0,9.0,2.850071428571429,9.0,29.0,28.23387516789562,4,0,0,0,0,0,1,0,1,0
75,2.03,91.2,0.03689283537111374,2015,1,5,272.0,207.0,2.850071428571429,8.0,28.0,22.131087869154804,6,0,0,0,0,1,0,0,0,1
