Rk,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_C,Pos_C-PF,Pos_PF,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-SG,Pos_SG,Pos_SG-SF
262,32,19,2,17.8,2.8,5.5,0.519,0.7,1.9,0.351,2.2,3.5,0.612,0.582,0.6,0.8,0.8,1.2,4.1,5.3,0.7,0.2,0.4,0.5,2.4,7.0,0,0,1,0,0,0,0,0,0,0
475,29,67,18,22.1,2.2,5.2,0.417,1.2,3.4,0.342,1.0,1.8,0.563,0.53,0.5,0.7,0.727,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8,6.0,0,0,0,0,0,0,0,0,1,0
343,26,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,0,0,1,0,0,0,0,0,0,0
98,28,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
87,32,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,0,0,0,0,0,0,1,0,0,0
183,30,4,0,14.5,1.3,3.3,0.385,0.5,2.0,0.25,0.8,1.3,0.6,0.462,0.0,0.0,0.0,0.3,1.8,2.0,1.3,0.0,0.0,1.3,1.3,3.0,0,0,0,0,0,0,0,0,1,0
439,27,58,12,22.0,4.1,10.1,0.409,1.2,3.6,0.336,2.9,6.5,0.449,0.469,1.3,1.5,0.843,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1,10.8,0,0,0,0,1,0,0,0,0,0
315,26,2,0,7.5,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.5,0.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0,1,0,0,0,0,0,0,0,0,0
206,31,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,0,0,1,0,0,0,0,0,0,0
315,26,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,1,0,0,0,0,0,0,0,0,0
560,24,63,3,15.2,3.1,6.3,0.497,1.0,3.2,0.328,2.1,3.1,0.672,0.581,1.7,2.0,0.806,0.7,3.0,3.7,1.4,0.3,0.2,0.9,2.0,9.0,1,0,0,0,0,0,0,0,0,0
362,30,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,0,0,0,0,0,0,0,0,1,0
279,25,23,0,7.3,0.7,1.7,0.436,0.0,0.2,0.0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0.0,0.5,0.8,1.8,0,0,1,0,0,0,0,0,0,0
577,21,61,17,27.5,4.6,10.6,0.433,2.2,5.8,0.385,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,0,0,0,0,1,0,0,0,0,0
174,29,80,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,0,0,0,0,0,0,0,0,1,0
554,27,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,0,0,0,0,1,0,0,0,0,0
89,28,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,0,0,0,0,0,0,0,0,1,0
11,28,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,0,0,1,0,0,0,0,0,0,0
601,33,26,0,18.3,2.6,5.5,0.465,0.7,1.7,0.395,1.9,3.9,0.495,0.524,0.5,1.0,0.481,1.5,2.9,4.4,1.7,1.2,0.4,0.8,1.7,6.3,0,0,1,0,0,0,0,0,0,0
538,30,4,0,16.5,3.3,6.0,0.542,0.0,0.0,0.0,3.3,6.0,0.542,0.542,0.8,2.0,0.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3,0,0,1,0,0,0,0,0,0,0
150,28,73,36,19.7,3.4,5.9,0.57,0.0,0.0,0.0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,1,0,0,0,0,0,0,0,0,0
289,29,3,0,12.7,1.3,3.3,0.4,1.0,2.3,0.429,0.3,1.0,0.333,0.55,0.0,0.0,0.0,0.3,1.7,2.0,0.7,0.3,0.3,0.3,1.3,3.7,0,0,0,0,1,0,0,0,0,0
538,30,57,6,15.7,2.5,4.7,0.528,0.0,0.1,0.333,2.5,4.6,0.53,0.53,1.1,2.0,0.526,2.1,2.9,5.1,0.6,0.4,0.4,0.8,1.7,6.0,0,0,1,0,0,0,0,0,0,0
335,25,82,80,21.1,2.5,4.4,0.571,0.0,0.0,0.0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6,6.0,1,0,0,0,0,0,0,0,0,0
339,33,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,0,0,1,0,0,0,0,0,0,0
98,28,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,1,0,0,0,0,0,0,0,0,0
488,25,47,46,34.7,7.0,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,1,0,0,0,0,0,0,0,0,0
321,29,17,0,18.9,2.8,7.0,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,0,0,0,0,0,0,0,0,1,0
400,25,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,0,0,0,0,1,0,0,0,0,0
498,23,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,0,0,0,0,0,0,0,0,1,0
121,31,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,0,0,1,0,0,0,0,0,0,0
150,28,49,12,18.4,2.6,4.9,0.538,0.0,0.0,0.0,2.6,4.8,0.542,0.538,0.9,1.7,0.512,2.8,6.1,8.8,2.0,1.1,0.9,1.6,2.5,6.1,1,0,0,0,0,0,0,0,0,0
528,35,59,16,18.6,1.9,5.0,0.376,1.0,3.1,0.319,0.9,1.9,0.473,0.476,0.5,0.7,0.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2,0,0,0,0,0,0,0,0,1,0
499,24,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,0,0,0,0,0,0,0,0,1,0
349,24,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,0,0,1,0,0,0,0,0,0,0
139,28,23,7,28.3,5.3,10.6,0.498,1.8,4.5,0.404,3.4,6.0,0.568,0.584,3.4,4.7,0.725,0.4,2.7,3.1,3.9,0.7,0.3,1.3,1.9,15.8,0,0,0,0,1,0,0,0,0,0
203,34,62,28,21.8,2.0,5.2,0.394,1.7,4.4,0.38,0.4,0.8,0.469,0.555,0.2,0.2,0.786,0.5,2.0,2.5,1.0,1.0,0.6,0.7,1.7,5.9,0,0,0,0,0,0,1,0,0,0
131,32,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,1,0,0,0,0,0,0,0,0,0
532,29,47,27,20.8,3.2,6.2,0.519,0.7,2.3,0.308,2.5,3.9,0.641,0.576,1.0,1.5,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,1,0,0,0,0,0,0,0,0,0
38,33,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,0,0,1,0,0,0,0,0,0,0
247,28,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,1,0,0,0,0,0,0,0,0,0
300,33,48,20,13.0,1.9,3.0,0.643,0.0,0.0,0.0,1.9,3.0,0.643,0.643,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3,1,0,0,0,0,0,0,0,0,0
427,30,40,1,19.1,3.2,7.2,0.448,1.0,3.0,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,1,0,0,0,0,0,0,0,0,0
76,25,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,0,0,0,0,0,0,1,0,0,0
323,22,4,0,10.8,1.0,1.8,0.571,0.0,0.5,0.0,1.0,1.3,0.8,0.571,0.8,2.0,0.375,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3,2.8,0,0,0,0,0,0,0,0,1,0
279,25,16,0,7.6,0.8,1.4,0.522,0.0,0.1,0.0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8,0,0,1,0,0,0,0,0,0,0
137,23,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0,0,0,0,0,0,0,0,0,1,0
362,30,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,0,0,0,0,0,0,0,0,1,0
537,31,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,0,0,0,0,0,0,0,0,1,0
450,22,76,51,30.0,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5,0,0,0,0,0,0,0,0,1,0
329,27,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,0,0,0,0,0,0,0,0,1,0
303,28,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,1,0,0,0,0,0,0,0,0,0
106,25,64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,0,0,1,0,0,0,0,0,0,0
546,26,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,1,0,0,0,0,0,0,0,0,0
241,30,13,1,10.7,0.2,1.5,0.15,0.2,1.0,0.154,0.1,0.5,0.143,0.2,0.0,0.0,0.0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,0,0,1,0,0,0,0,0,0,0
144,27,2,0,10.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0
454,26,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,1,0,0,0,0,0,0,0,0,0
271,24,51,3,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.714,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.4,0,0,0,0,0,0,1,0,0,0
476,27,79,68,25.9,3.7,9.2,0.399,2.9,7.9,0.372,0.7,1.3,0.569,0.559,0.6,0.8,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9,0,0,0,0,0,0,0,0,1,0
31,29,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,0,0,1,0,0,0,0,0,0,0
447,26,68,67,29.0,6.0,9.8,0.618,0.0,0.0,1.0,6.0,9.7,0.618,0.619,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,1,0,0,0,0,0,0,0,0,0
329,27,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,0,0,0,0,0,0,0,0,1,0
46,33,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,0,0,0,0,1,0,0,0,0,0
166,30,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,1,0,0,0,0,0,0,0,0,0
221,28,71,3,23.1,5.0,7.8,0.645,0.1,0.2,0.235,5.0,7.6,0.658,0.649,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9,13.1,1,0,0,0,0,0,0,0,0,0
149,35,21,8,23.7,2.7,7.2,0.377,0.8,3.0,0.254,2.0,4.2,0.466,0.43,1.3,1.6,0.818,0.6,2.5,3.1,4.1,0.9,0.2,1.6,2.1,7.5,0,0,0,0,1,0,0,0,0,0
420,23,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,0,0,1,0,0,0,0,0,0,0
357,35,49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,0,0,0,0,0,0,0,0,1,0
323,22,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7,0,0,0,0,0,0,0,0,1,0
167,23,20,0,2.9,0.4,0.7,0.5,0.1,0.1,1.0,0.3,0.7,0.462,0.536,0.2,0.3,0.8,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0,1,0,0,0,0,0,0,0,0,0
481,35,21,1,19.4,2.1,5.0,0.429,1.1,2.8,0.397,1.0,2.2,0.468,0.538,0.9,1.1,0.75,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5,6.2,0,0,0,0,1,0,0,0,0,0
171,28,40,1,16.9,3.2,7.4,0.432,1.6,3.8,0.417,1.6,3.6,0.448,0.539,1.1,1.2,0.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1,0,0,0,0,0,0,0,0,1,0
259,24,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,0,0,0,0,0,0,1,0,0,0
161,34,43,9,18.8,2.3,5.5,0.414,1.9,4.9,0.389,0.4,0.6,0.615,0.586,0.2,0.3,0.818,0.2,1.6,1.8,0.7,0.5,0.1,0.4,1.0,6.7,0,0,0,0,0,0,0,0,1,0
299,25,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,0,0,0,0,1,0,0,0,0,0
189,31,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,0,0,0,0,0,0,1,0,0,0
381,25,55,6,21.4,3.1,7.3,0.429,0.8,2.4,0.323,2.4,4.9,0.481,0.483,1.1,1.3,0.836,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8,8.2,0,0,0,0,1,0,0,0,0,0
177,31,10,3,20.0,1.3,4.3,0.302,0.6,1.7,0.353,0.7,2.6,0.269,0.372,0.5,0.9,0.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7,0,0,0,0,1,0,0,0,0,0
300,33,16,1,13.4,2.0,3.4,0.593,0.0,0.0,0.0,2.0,3.4,0.593,0.593,0.6,0.9,0.714,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3,4.6,1,0,0,0,0,0,0,0,0,0
425,29,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,0,0,0,0,0,0,0,0,1,0
395,26,75,74,29.9,5.0,10.3,0.484,1.7,4.2,0.395,3.3,6.1,0.545,0.564,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.6,0,0,0,0,1,0,0,0,0,0
183,30,3,0,16.3,0.3,4.3,0.077,0.0,2.7,0.0,0.3,1.7,0.2,0.077,0.0,0.0,0.0,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7,0,0,0,0,0,0,0,0,1,0
50,29,36,3,14.1,2.4,4.0,0.593,0.0,0.0,0.0,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,1,0,0,0,0,0,0,0,0,0
567,32,1,1,27.0,2.0,5.0,0.4,0.0,0.0,0.0,2.0,5.0,0.4,0.4,3.0,3.0,1.0,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0,0,0,0,0,1,0,0,0,0,0
226,26,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,0,0,0,0,0,0,1,0,0,0
51,33,71,0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,1,0,0,0,0,0,0,0,0,0
290,26,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,1,0,0,0,0,0,0,0,0,0
140,25,42,1,24.0,2.8,8.0,0.351,1.8,5.2,0.339,1.0,2.8,0.373,0.461,1.7,2.0,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0,0,0,0,0,0,0,0,0,1,0
125,31,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,0,0,0,0,0,0,0,0,1,0
97,27,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,0,0,0,0,0,0,0,0,1,0
237,29,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,0,0,0,0,0,0,0,0,1,0
597,29,77,8,18.9,1.6,3.5,0.454,0.6,1.5,0.379,1.0,2.0,0.51,0.535,0.7,0.8,0.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4,0,0,0,0,0,0,0,0,1,0
535,32,4,1,25.3,3.0,9.8,0.308,1.3,5.5,0.227,1.8,4.3,0.412,0.372,2.0,2.8,0.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3,0,0,0,0,1,0,0,0,0,0
593,25,11,10,26.8,4.3,10.5,0.405,0.9,3.4,0.27,3.4,7.2,0.468,0.448,1.3,2.3,0.56,1.8,4.5,6.3,2.9,1.3,0.6,1.1,1.9,10.7,0,0,0,0,0,0,1,0,0,0
315,26,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
593,25,37,1,12.9,1.7,3.8,0.447,0.1,0.8,0.172,1.6,3.0,0.518,0.465,0.7,1.1,0.61,0.8,2.8,3.6,1.4,0.6,0.5,1.0,1.2,4.2,0,0,0,0,0,0,1,0,0,0
150,28,24,24,22.3,5.0,8.1,0.61,0.0,0.0,0.0,5.0,8.1,0.613,0.61,1.8,3.4,0.537,3.9,6.4,10.3,1.4,0.9,1.0,1.5,3.0,11.8,1,0,0,0,0,0,0,0,0,0
438,36,65,65,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,0,0,0,0,1,0,0,0,0,0
69,29,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,0,0,0,0,1,0,0,0,0,0
467,27,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,0,0,1,0,0,0,0,0,0,0
266,29,29,29,37.6,10.0,21.2,0.469,3.4,8.2,0.418,6.5,13.0,0.501,0.55,4.1,4.4,0.915,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4,0,0,0,0,1,0,0,0,0,0
526,23,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,0,0,0,0,0,0,1,0,0,0
118,31,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,1,0,0,0,0,0,0,0,0,0
190,36,52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1.0,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,1,0,0,0,0,0,0,0,0,0
578,27,75,52,29.3,4.5,10.7,0.421,1.5,4.9,0.312,3.0,5.7,0.515,0.493,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2,0,0,0,0,0,0,0,0,1,0
538,30,30,3,15.2,2.5,5.0,0.503,0.0,0.0,1.0,2.5,5.0,0.5,0.507,1.1,2.0,0.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2,0,0,1,0,0,0,0,0,0,0
